Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
Q9JLV1,4627360.547,1197926.406,3790943.844,6690003.922,4629436.266,3819634.813,6901897.594,5727010.344
Q9DCC5,15553618.94,6247713.625,16416156.06,26444095.75,13711229.31,9572278.125,23023146.69,16311287.81
P60766,15399623.58,7674716.648,13813041.4,17480696.53,19318891.95,14358454.87,20690081.7,13374193.94
P00687,244422.8594,2282554.906,672101.125,NA,1294054.625,1210495.813,1584761.469,NA
P21765,21998280.72,13937925.61,26737917.25,25963136.58,18756431.77,21325795.41,73627550.32,32565870.22
P68372,52516628.83,20218107.47,62375048.86,107494531.9,74843338.41,52972786.98,103009949.7,112152018.7
Q920B9,1704407.203,1023562.766,2085678.945,3988645.734,2716762.211,2465203.656,3382183.094,3286288.227
G5E850,5491648.516,1402805.297,3978710.125,8025120.656,5150086.75,4113008.445,8168821.688,4168117.313
P63328,1858643.813,275372.125,1634501.969,2537473.563,1593130.344,1113127.125,3431260.813,3201214.438
Q6PAM1,960225.1875,284538.7734,1582254.484,3761366.531,1655126.789,2028677.25,4376396.969,3623742.781
Q9D8S4,4067073.125,2263377.313,4944107.344,7235098.094,5889718.594,4623259.25,10741325.88,6376180.188
Q64520,3252542.813,1078011.672,2386551.469,6835349.125,4521621.219,2800700.781,4892899.5,5302616.75
P56546,2875135.891,957819.1094,2787424.938,5372497.781,3556040.688,1694777.922,3191647.891,3129215.109
P61982,23974500.34,14902692.75,31183677.59,57787733.88,29850122.89,34078190.88,69846710.59,48440265.46
P56212,4338355.828,2240051.383,4767388.438,6418196,4949236.797,4255400.422,7106685.969,5187076.016
Q61805,2516180.734,3249497.688,5313986.266,5434943.313,2118650.563,1949031.234,15209097.34,10601135.03
Q9WTP6,1116035.188,602654.2031,301019.125,NA,1288142.781,172959.9844,491099.1563,359540.5313
Q9CQW9,2094707.844,352469.6953,2226802.438,3987381.5,1517069.625,1510585.188,5940954.719,3450993.5
Q06770,30425523.41,15072547.61,48924778.86,65462502.16,34627795.7,45241965.77,65055438.53,61726919.56
O89110,2135380.313,4777533.875,3005490.984,6056837.578,4643771.281,4207193.344,4731192.375,4081926.469
P63254,83428937.39,38750687.04,99964170.73,175362436.1,104161671.9,71180320.2,155658871.5,152908857.5
Q99020,16897415.19,6121178.281,15209186.44,22943167.72,17539417.41,12074841.97,24458505.06,15380798.03
Q8C166,3327700.539,1719318.078,3175528.078,6762887.875,2599079.938,4296445.547,7405662.5,4986723.375
P59325,3765591.594,1617005.547,4163116.125,6803374.344,5469987.313,4315700.422,7564350.656,5533657.75
Q60865,2243491.809,1371190.961,3665299.336,4619898.201,3607237.469,3488057.875,5794471.422,1883692.801
P35278,7136364.984,2156945.328,5006772.625,8906399.594,7767218.5,4067896.281,8051834.188,5639675.969
Q8K274,2010096.18,699096.2344,1808914.188,2266472.094,1978868.68,605580.6719,1900884.516,1528579.844
A2ASS6,74216648.35,81045856.91,77400500.75,130754989.3,62209968.48,150043737.3,114892699.2,112474814.5
Q8R0P4,5070416.422,5906821.297,6240782.688,10017090.22,84794871.91,10873515.34,7509636.953,311230571.1
O70310,2145335.891,1232196.68,2505305.219,5277379.531,4684032.281,1944246.891,4707391.438,3980425.094
P09470,472647.9688,1439696.547,1092627.906,1823280.203,677333,2399160.141,2772552.766,2081670.516
A0A0U1RPG8,1991706.375,673353.7656,1586510.578,3188513.063,2238245.516,1284918.336,2189151.969,2858552.25
P31938,2503028.047,1466726.406,3182910.828,4157849.469,4811727.094,2866533.031,5214953.594,3097987.906
P62889,5425112.625,2067634.688,4716923.531,8008508.25,7517817.125,5025811.688,8201628.766,5307704.781
A0A0N4SVS6,10530434.84,8123700.516,15835366.37,28889084.88,15145291.47,17960836.63,24124499.41,19573422.03
H3BJW3,7979245.828,2369604.344,6092691.547,8419229,1559394.703,4935475.078,7486662.984,7557390.141
O55135,4079888.563,2080076.109,4437782.219,7586844,5253548.672,3516585.188,7002115.594,5485351.031
P61082,6093060.188,2031394.281,5986176.258,8361767.719,6408694.672,4817719.07,5550552,5526438.148
A3KGV1,NA,NA,NA,NA,NA,3851200.063,NA,NA
F8WJ41,9156529.609,5950682.922,7354820.578,9283404.156,11169664.16,8754849.859,10405781.33,7064678.281
P97379,3369666.719,1834686.982,3728340.285,5825041.57,4412877.699,5082310.791,4328180.609,3248228.471
A2AIM4,46125396.25,20096408.53,39139817.38,60720333.75,47514829.75,44459230.69,72125055.88,56879290.44
Q9Z2Y8,5572855.797,2337787.75,5378490.734,8117304.469,5244656.438,4425179.953,9284539.813,8352120.375
Q8BHG2,7254428.703,3702460.469,7684931.234,15311172.66,9258379.688,7929483.992,14326466.78,10708513.98
P07744,36547619.11,17209330.55,25323967.98,222560795.2,21343277.3,48280410.78,114958312.7,140251568.4
A0A286YDI8,1613839.328,558514.3047,1450218.281,1591861.719,1808388.906,899921.0625,1588415.813,866891
Q8BT60,6081539.031,2531702.203,6292347.75,10135597.28,6888559.406,5266889.438,9477659.656,6662883.688
A0A140LHA2,2744877.375,9795797.063,3196506.75,4240361.484,2897660.906,2518258.313,27862152.38,3559168.875
Q76LS9,823178.125,113557.6641,615528.5156,1513095.969,1116323.625,799258.9375,1297837.125,1113256.625
Q99JY3,4267979.25,1224027.781,5450225.953,11096923.92,5468308.594,5477015.375,7300916.938,8530068.531
P28063,9447114.922,3382379.984,9856270.203,13419928.03,7300326.469,6926284.984,17703871.78,9416682.891
Q9EQR4,709683.2188,1507517.891,353656.25,834006.625,NA,NA,572728.5625,488795.6875
Q91VW3,12577696.19,8572759.234,14770055.33,9509044.906,27582869.13,10294121.67,10850424.92,4611327.742
Q3ULW8,1808925.453,405903.9336,2342829.152,3744407.516,1575388.5,342071.0059,3265747.063,1727450.969
Q921F2,5274588.672,2285736.648,5555005.031,10030137.06,5866598.039,4743512.656,6992337,5452243
Q9CX86,2362611.133,966401.9063,2782097.563,3444254.094,4022911.063,2137410.016,3020024.578,1194401.75
Q63932,3495027.656,1750867.156,3146412.336,6399037.547,4284055.086,3253907.688,7034596.719,3873113.078
O88543,3366872.063,1447410.219,2829695.125,8055561.875,5473732.156,3322158.031,7848540.063,4581253.938
P63085,9938020.313,3260706.125,12187942.56,15339942.88,9725860.563,7568290.719,26208866.56,14013711.03
Q61510,2007536.438,858564.7578,2652190.531,3791934.875,2366492.156,2611712.797,4076264.125,3551336.438
P62137,1900625.656,721429.4922,2102386.781,3017905.016,13019512.81,2101971.313,3609321.594,16567284.66
P28658,6017483.313,1880424.133,8569121.219,7890065.313,5687527.313,4597996.297,10105651.19,7999784.906
P0DOV2,6787902.703,4620813.813,9236022.25,8429850.188,8074296.793,6836222.852,10343787.31,8783088.875
Q8R1G2,2370880.125,602924.1406,4045639.906,6938179.672,2852416.219,1957602.094,4931559.922,6028937.242
Q6ZWV3,13936348.97,6648419.742,11169799.27,18025851.03,17686961.3,15723135.5,25048038.23,16048227.41
O08583,2045281.844,956376.4297,1174167.203,3678861.75,1964437.656,1228497.406,2969348.094,1444796.125
Q9D6Y7,8091942.578,2810728.203,5717490.297,7185088.906,6240549.719,3983762.656,6731931.281,5312341.031
A0A1Y7VMN0,2492592.719,932148.5664,2205620.945,4656198.508,2219961.938,2630644.727,4168157.078,3593454.75
P60867,15902886.61,8944622.266,13719577.3,16305195.56,18575322.3,16632307.47,22363712.95,13415101.97
Q8K4Z5,3323176.887,360595.0156,539037.2539,1198297.313,2725933.684,564593.8984,2467447.781,2148799.285
Q61937,13512871.22,9480850.594,19313068.13,31284190.19,20018481.83,24252935.75,41631127.13,27149610.06
Q9D1E6,4378407.484,3494540.41,4421107.281,4309210.523,6927464.969,5827817.352,6303581.219,2991500.18
Q8CEK3,2777435.031,303881464.4,5325793.094,4678871.391,3108118.297,216701248.5,7274854.906,5395609.781
P62821,7657421.563,2915980.984,7205013.438,10492551.56,9375284.5,5815627.906,10543932.25,7039180.781
Q8K3C3,1630078.219,711609.6875,1484130.734,1737986.875,1320344.5,1057517.531,2510498.938,1238949.281
P53811,7843173.172,3032314.43,11812053.05,13829555.58,7036624.094,4950032.938,10260472.53,6612648.234
P97314,1559994.641,485192.3359,2164064.984,3813345.25,2044347.688,1912222.891,4345399.813,3016461.023
Q91XD6,1226067.723,550012.3008,1236133.367,2057030.172,1598240.047,1623177.504,2023689.688,1202072.906
A0A0R4J1Y3,20003662.09,6539399.156,23854697.27,30976032.16,17217400.64,16328904.56,25163929.53,30131509.06
Q9DCZ1,9567146.094,11822823.9,8228678.961,13310160.41,10364545.42,4839841.969,11779859.42,11857969.25
Q9QXD6,NA,552263.75,NA,NA,NA,525518.1875,NA,NA
O55143,3822584.844,1330118.883,3590305.25,5906518.453,8045446.109,3938564.75,7374872.938,8639109.719
Q9Z1G3,3499239.266,1052878.125,3798331.25,4789190.344,4513360.188,2115722.313,3397694.219,4236713.969
Q00898,11698216.97,15230592.61,21948426.63,25587892.06,25933115.47,22912680.97,62090321.25,51144062.44
Q8BTI8,3196069.352,1848269.242,3651221.297,5796028.375,4186162.328,4563706.531,7453871.672,4405359.805
Q9DCL9,12851236.72,4711285.219,12012404.44,17102803.22,12048506.56,9172450.563,16138616.63,10737760.25
Q8BFQ8,738147.5,NA,655989.4375,576690.1875,913646.1875,374419.0938,1134561.375,677011.5
Q8K426,633820.75,329110.0938,664340.75,719341,630895.8125,9746970.875,NA,393621.4375
Q9CQR6,5053066.125,2368390.008,4877722.531,7622373.422,4854619.047,4109793.922,5434539.203,5041187.578
P13864,861039.8652,136583.3906,3276872.504,3389173.742,790943.7773,189609.3086,595938.3594,1027316.375
Q08943,554331.9375,276489.7188,1178598.645,1109553.813,1559244.789,1080616.738,2281988.766,1079913.789
Q9EST5,20030820.75,9680836.125,25918683.22,39285084,27214413.67,23718540.44,45229198,34544578.19
P19253,5613526.984,2372561.922,6012906.656,8435201.547,6250697.656,4993255.688,9479977.156,8601766.922
Q01149,1750917.875,368877.9922,1247407.484,2870273.75,2532762.719,1691050.438,3858698.281,2092737.406
A0A0G2JE99,592237.1133,866895.7031,3403719.969,3720097.777,1808163.691,3490209.313,5264369.605,7027252.789
P14131,61337051.94,22580884.18,46348893.11,83650467.59,65829813.95,50228063.03,58449663.59,71714857.16
Q6ZWN5,21326222.55,11386739.82,19799551.59,23190499.33,24796363.59,21481126.95,20778136.44,19028388.82
Q60662,2396306,787684.1523,2192390.813,4161581.141,2957200.93,4760691.359,4045935.25,4360290.125
P21300,NA,1641484.469,608298.5,981438.5938,2598628.938,2980409.875,2345112.547,266160.1563
Q9EQQ9,5506423.969,1469581.469,2505128.422,4723823.031,3013927.117,2610442.148,4056782.672,2414099.141
P63168,23439531.64,13386155.78,31194931.41,58014612.48,28021136.15,29120171.23,59611309.13,46708473.54
P10639,67418122.54,30512778.22,70069726.28,91780391.59,86316560.92,56899100.66,105364479.7,81470553.77
Q91VM9,1461532.203,127269.7422,1163924.984,1886724.5,1041822.563,260604.9609,1191119.344,1621973.609
O89112,7811171.031,2096222.719,4940766.734,10486353.88,8658251.578,6408455,9543567.156,5171186.875
Q8CC86,1195870.531,658836.7656,974451.3438,2299475.469,1217535.594,1453978.219,2367447.25,2175401.688
Q9D892,4203458.609,2072057.711,3837752.547,8234721.719,6508019.344,5331125.156,7613010.359,6232179.25
Q60972,2334299.391,852548.7266,2799473.406,5250644.5,1533987.406,2614241.469,4956749.344,2879545.891
A0A0R4J034,4092796.063,1844456.961,3104809.094,2920801.375,1048064.984,780661.8594,3049014.938,1314672.156
Q60692,17320475.42,9602602.305,15835149.2,25058527.53,21355265.53,21795517.17,25611426.77,18751676.27
Q6P4T2,1228697.328,744933.5156,1283498.969,1212935.391,1191950.5,1481571.781,1772819.906,801953.0469
Q9D1M0,4008562.406,1316289.938,3612937.5,5323998.344,4728434.25,3230503.25,5224591.906,4032669.594
Q64378,2481035.328,479735.9063,3462930.047,5833874.813,4588005.164,4525205.188,3874694,2428226.641
P22907,4594639.672,2610116.211,5488540.336,7841111.563,7814320.922,5756965.031,9879098.203,9406698.313
E9PXY8,1770274.617,934159.5469,1858174.391,2199426,1417642.172,1688080.719,2572988.984,1613822.5
E9PUD1,789652.7734,755371,1101146.703,1733808.203,1257991.094,1045359.922,2505148.094,1445054.766
Q8BVF2,1521987.039,618961.375,1706596.313,2047701.766,2213536.188,1701829.688,3458901.578,2016972
Q9QZM0,1477512.938,318305.1563,661266.7813,2250023.281,856904.7656,886940.0313,1603519.656,1101567.609
Q6P542,2048416.203,644967.9609,2109165,2106962.156,1957737.031,1898245.094,3622469.906,1372464.703
Q925P3,1845254.5,13533578.36,NA,NA,4015634.5,4191897.938,3707804.75,66580048
P99026,15144542.22,6587451.078,16940435.38,25032383.56,16513211.83,15001511.31,26966367.03,20872846.28
Q61581,625871.4063,730515.1406,285757.5938,3966645.875,878570.3906,1251719.438,2282780.969,6256628.813
O08738,5388020.164,2016836.555,5126711.156,7939292.156,7138416.094,3013741.844,5777000.578,7399695.063
Q9DCS2,2574614.672,524483.9063,2330886.531,3884505.125,2835772.688,569771.0313,1786959.406,1834955.453
Q8CJ53,2004231.086,1286557.664,2842813.5,3862943.234,3645472.516,2043163.656,6116338.344,1929378.563
P41105,5616492.953,2859036.047,4453480.023,7003460.625,6652991.172,5300178.125,7636339.5,6060743.375
Q99JI6,7303602.016,4230023.844,7074758.219,9541088.813,8536815.391,7707879.563,17085665.22,12449459.81
P11031,8255790.625,3781160.734,9089176.313,15731445.25,7521895.688,7226377.188,18175814.13,10023470.75
P14115,11893344.88,4264021.594,8438633.156,16509659.13,13608402.75,11936393.25,18311031.44,13269173.19
Q62266,2425284.547,4098645.125,3353150.422,NA,2131684.938,3213311.094,3135162.938,461975.3438
P62830,8811972.438,3645713.824,6224919.75,8888691.891,11270900.59,6266505.438,9228855.844,6178769.906
Q91YN5,1396886.109,1464314.625,2764450.469,1448232.484,2163054.5,4782707.938,4962417.875,2217453.594
P98078,672376.5,819246.4141,1138121.906,1257878.781,1118924.727,1187351.492,2630468.063,1274721.688
E9PXX7,1368701.344,933583.1641,1246706.922,5343369.563,2700168.453,1568106.25,4879057.5,1345937.938
P55302,2116538.57,394427.8984,1309841.219,2568673.125,2100280.688,1223554.984,3051642.688,932479.1406
Q3U5Q7,1648175.625,465580.7891,2713380.625,3428546.25,1331013.016,1399832.719,4282542.563,2182058.438
Q9D883,11263813.85,5202967.031,10984276.69,15101179.02,7634580.25,7839621.383,34697087.22,11462978.91
Q62009,3757711.094,2242636.75,4649226.375,6073910.969,5782871.688,5223011.031,7570941.047,5922339.75
P97310,266128.9688,1287773.75,459961.125,1094091.75,61396.67578,491886.6406,2735584.953,680518.2188
O70251,13550080.19,7457053.688,11864038.13,16174723.75,13674582.5,12027677.5,16052404.25,9544377
Q80X50,1146731.703,300989.7578,1145878.563,2307560.18,1717221.508,1583172.539,2099102.781,1037009.313
Q6ZWU9,4878182.125,2479401.844,4008582.141,6345067.797,6060617.5,6758807.797,8106927.094,3096045.719
Q9QYJ0,4565911.719,4158633.047,4549057.234,6810769.781,5213728.344,8130627.953,4180331.07,6107254.289
Q9CZ04,2580882.938,824858.0703,3180774.813,3388811.875,2515871,2337183.438,4400268.625,3349667.641
Q9CR57,14134922.45,6416024.219,12525944.55,20216546.88,15053127.29,12788606.33,17939904.86,24302215.56
Q9ET26,1262667.797,135880.1563,1120266.797,2905413.031,1399754.125,532238.7188,2352338.25,1959890
O70250,198886.2344,10209272.14,672590.6406,605114.5469,542508.1094,12463241.19,1152900,996154.1719
Q61599,7004649.391,5120917.641,13324986.29,13979848.41,6324120.484,12332038.45,22466798.81,11379651.38
Q9D8B3,8945781.477,4805658.672,10702970.41,21437153.14,10118773.84,8622431.531,13646255.98,12464048.23
Q9D7H3,837063.6172,200620.8438,792148.4688,1791430.141,1353967.805,837295.8438,1231434.234,1021078.5
O09167,13886218.84,5421435.125,11984902.59,12716826.59,13607111.53,11082321.69,14008133.13,11983370.53
Q9Z0P4,78764.54688,29671.12305,121775.7422,965773.375,109293.8516,339196.9063,540539,654576.2969
Q8CCS6,1866512.219,395403.0234,2314747.563,1809012.219,2276215.375,1377935.172,1734427.391,962807.2031
O35226,6295978.102,2421769.242,4983127.797,7416712.016,6283327.672,4020961.531,8005475.359,4353161.016
E9Q4K7,2145768.891,379434.9727,1675485.391,4203779.969,1719537.219,2013975.5,3344546.25,2816610.734
Q9CZU6,7576807.859,4237407.359,7209438.422,10111898.5,20536421.77,13144787.58,17140539.19,12404112.44
Q8JZK9,987858.5234,607012.7188,1624560.328,2156182.359,2223802.539,3849187.938,4143647.875,NA
Q5SF07,550461.7188,52298.89453,558562.6563,511943.4688,652459.3125,555189.4375,1260718.781,852240.25
G3X9T7,1633106,1290951.328,2334019.961,3587004.344,2121863.008,2311471.773,4154369.063,2525747.094
Q3TDD9,724020.6406,388967.4688,1299874.82,1314883.375,1380022.016,1074105.5,2067721.469,1216714.938
Q8R059,3389199.516,2357445.758,2995452.266,2752877.156,3755962.5,2511408.578,4351204.469,2782442.188
O54879,2486185.688,795760.5313,2505666.969,3373029.344,1996236.219,1513349.297,3160966.563,1814538.625
P13634,900292.0938,653607.2344,7694075.125,3927009.5,926614.3594,2169807.047,6496164.656,3573857.125
O54962,9143472.031,3698301.813,9409849.234,11236035.72,12016081.52,8016631.766,12469863.3,9911786.25
Q8K2Q7,2692297.563,9228875.014,5703495.445,4092781.43,3699095.168,10628344.32,8156039.75,5876219.438
Q99NB9,1069712.664,3145219.297,435399.2813,4397406.609,795425.7969,368350.375,673733.2891,1055518.008
O70591,3420310.625,1026874.273,4422348.313,6367651.063,3108276.625,3295788.406,4791997.953,7661968.625
P62627,4529038.039,1541295.766,3398692.359,4248329.578,4470538.68,3571550.234,4420015.188,1274315.016
Q60994,24408020.75,8888706.438,24390562.11,30670832.5,20335182.42,22288780.13,28844384.05,27537897.48
Q8R317,4938205.344,1963008.781,3849629.375,7226360.875,3918152.719,4798881.375,6125201.188,4945895.344
Q9CQR2,7929609.906,2658952.922,7692374.188,11036475.94,8199208.625,6251671.578,13002706.56,8370934.688
Q03734,8531079.594,8117928.797,16123192.44,11693493.38,15387681.97,11850603.25,17420779.28,14526195
Q9CZM2,9678021.017,4198882.669,9871241.48,16892956.56,12760331.05,11521011.41,31067806.26,14347837.15
Q99JX4,6371893.063,379819.1719,3557021.578,10886402.2,1959073.5,1090086.094,1571907.875,792329.2813
Q9D0W5,2898678.414,1334536.734,2572007.5,6148355.625,3667039.422,3743531.766,6286570.719,4132147.719
Q6P5E4,928481.9844,263689.625,322829.0313,998094.75,751772.0156,78873.16406,1578991.656,686737.9844
E0CYV0,5120524.953,1752779.281,5509447.25,11878565.25,4724773.406,3795439.5,9355052.063,7850698.156
P45377,5303684.867,4279190.992,8621944.75,9353323.242,11696125.16,7803058.078,11236497.33,7667097.117
Q9R062,1947710.266,432903.6094,2266165.656,4161549.719,2561926.438,1288089.406,3687274.188,2439326.156
Q9JKB3,37516976.81,19866377.7,44979876.62,76967326.49,48882689.19,48962662.86,93093942.12,76976464.56
Q9QUH0,5456546.453,3688364.969,5760134.625,12710976.47,4953639.578,8435165.563,10980652.59,9854341.594
Q8BL97,5014262.75,2465290.031,4218839.344,8642565.156,5951919.438,5196577.969,8684696.188,6310735.563
P59383,3838833.859,1696043.828,3790088.422,5121749.938,4587963.094,1624493.125,5445536.594,5132264.906
Q08093,788754.7031,230673.9063,593063.3398,802070.8125,705065.0703,373218.625,777469,477143.9375
